0,2.836609168,-0.211130239,0.529852911
1,1.978657619,-0.987179527,-1.732848158
1,2.262779702,-0.131256967,-0.005695853
1,2.045802877,0.076851883,0.315802879
1,3.595921462,-0.224855982,1.248230605
0,0.062232338,-0.650002581,-1.63382169
0,-0.568844311,0.168654672,-2.93518482
1,4.033243012,0.44194065,0.40481987
0,2.272224508,-1.090399077,1.255311643
0,0.319728324,1.41093238,1.944412543
0,-1.207197497,-0.098588132,0.160365349
1,3.511960729,0.018849623,-0.482211374
0,0.155773195,0.708214423,1.161229808
0,1.202326558,0.233216131,-0.856938134
1,0.840344535,0.953136634,0.952926086
1,3.651931446,0.287124165,0.649032242
0,-0.433181934,-0.612437375,0.75399122
0,1.699708029,0.361503525,2.940411802
0,0.593732051,-1.143726207,-0.179447136
0,-0.442612301,0.108559706,-0.454683773
0,0.20545837,-0.033229991,-0.042189308
1,2.888432377,-0.208116857,-1.873134334
1,2.541508453,-0.128537511,-0.758981887
1,2.883802425,-1.881849045,-1.350206961
0,2.402376813,-0.548724908,-0.798450852
1,1.103675021,0.092844901,0.198777323
0,2.056884968,0.159856392,-0.742491736
1,2.855961385,-1.027675141,0.607193097
1,1.857619302,1.265707841,0.633060985
0,-0.815914545,-0.866174848,-0.442387745
1,2.469428415,0.969457201,0.156833884
0,1.626143527,0.427194362,0.368787865
1,2.603899477,-0.64622731,0.50198461
0,2.138425505,1.775310893,0.020525231
0,-1.131428728,-1.193636832,-1.254934905
1,2.646238823,0.919154174,0.155851058
0,-0.837938719,1.000582318,-0.845579764
1,2.705592779,-0.670620209,-1.154567964
0,1.559497,1.3924653,0.220011776
1,2.356428287,-0.250046515,0.749365923
1,0.1081532,0.288693629,0.406908144
1,2.893980104,0.260321839,0.323750831
0,1.219824896,-0.134308741,0.783743591
0,1.087389852,0.810808273,0.268032348
0,2.019456636,0.793488721,0.78720921
0,-0.688208145,-1.748531973,-0.97748774
1,3.4851674,1.304340243,0.917532471
1,3.478688574,-1.662491988,-1.414004652
1,0.415675482,1.032546204,-1.922544056
1,3.036539088,1.126705137,0.429073406
1,2.294371544,-1.09096643,0.877264921
1,2.690683083,-0.410814288,0.720808258
0,1.06119718,-1.105704668,0.41254515
1,2.348758825,-0.21492103,1.128670207
1,1.931273139,-0.308034284,-0.065359551
1,2.781996326,0.779660532,0.587145974
0,-0.4560147,1.310308746,0.037502478
0,-0.378636451,1.395683811,0.381769049
0,1.37671837,-0.562168027,0.334687136
1,1.683122787,-0.209221874,1.0992735
1,3.048289478,-1.683438192,-0.981165372
0,0.875216285,-0.805870066,-0.853124298
1,1.001887188,0.964851633,0.482953775
0,0.193341902,1.615582824,1.408998161
0,1.367608409,-1.234348872,-2.061029252
0,-0.871329112,-0.592464259,-2.592413083
1,2.019666198,-0.026405757,-0.563739728
1,2.820848112,0.280161159,-1.080631847
0,1.181597414,-0.80960352,-0.912941958
1,2.385896498,0.424061044,0.064250203
0,-0.144909456,-0.473839347,-0.690168083
1,4.297296699,-0.014452271,1.445241399
1,4.489138575,0.546284248,0.599886889
1,3.669620342,0.00642227,0.303685495
0,0.797091865,-0.436385891,0.404014199
1,1.524958545,-0.109609804,-1.19363802
1,1.986372725,-0.088362959,0.994930308
0,1.08203804,-0.37001103,-0.260769801
1,3.157457059,-0.258796063,0.541082586
0,1.958221249,1.598647171,-0.272533648
1,2.966215982,0.560919448,-1.273299042
0,-0.739908264,-0.295480318,0.670149499
1,3.824869997,0.696954405,0.724886728
1,1.363415907,-0.33381949,-1.068961299
0,0.170041948,1.173124638,-0.283100762
0,1.109593003,0.369642192,1.310255881
0,2.318002211,-0.107302144,-1.243062965
0,4.02415785,0.447716926,1.866531416
0,0.840687614,-1.570876152,-1.686058811
1,2.456721365,-1.126767469,0.075008191
0,0.929687694,-1.193925006,-0.925580979
0,1.651641541,0.142943095,0.674658978
1,2.37402353,1.732514999,0.322143498
0,2.605649121,2.231300146,0.952857167
1,2.932719865,0.638051101,0.359944726
1,2.935132156,0.500844475,-0.751765218
1,3.250186548,-1.801057734,-0.159704522
1,2.850925134,-0.5426738,-0.784550466
1,3.308355785,-0.787783752,-0.622491791
0,-0.308247769,-0.620847598,-1.304773174
0,-0.453634167,-0.168143819,-2.646405568
0,-0.581930572,-0.472090578,-0.427073051
1,3.311969993,-1.97929981,1.422965516
0,1.618981031,0.747910256,1.158559416
1,2.943868479,-1.072743026,-0.555631893
1,4.262741693,0.239246864,-0.143267397
1,2.820686613,2.07408267,1.059507228
1,3.311516177,-0.919384592,0.087426819
0,-0.966705954,-2.530287523,-2.445956577
1,2.426158171,-0.286004222,0.971319584
1,3.549479965,1.100959635,1.265861133
0,1.749114249,1.958347454,1.697359453
0,0.286258987,-1.229549594,-0.176299058
1,2.611481541,0.496699223,0.267966269
1,1.201267521,-0.465310457,0.440206008
1,2.381596912,-0.105948354,0.538839957
1,3.703156299,2.644343347,0.968130963
1,2.879889929,-1.502970328,-1.325086937
1,3.175191389,0.253739661,0.228726126
0,0.957221781,0.467693172,1.782866737
0,0.458166456,1.085786325,-0.696213913
0,-0.37506438,0.097983153,-1.418533689
1,3.392807025,0.30805054,0.318786111
1,3.008817848,-0.391648567,-0.144936582
1,3.18368177,0.269126941,0.307905135
0,0.113272034,-0.343192275,0.07235706
1,0.48946762,0.62157189,0.08758369
1,3.955916272,-0.369610336,1.305058271
1,1.807680966,0.377100394,-1.412353782
1,1.55227398,-0.029262814,-0.843128432
0,1.416554738,1.126050251,0.459770365
1,1.845043823,-0.051393724,-1.668885673
0,1.422935501,-1.773032468,-1.062370639
0,1.559271382,1.261921501,2.292430916
0,1.200567854,-0.905732301,-0.431979662
1,1.233648855,-0.653766339,-0.096182264
1,3.469636706,-0.595661294,-1.557995412
1,2.900211578,1.374438093,0.070857639
1,1.91101086,-2.135674214,-1.443033487
1,2.995487415,3.137748534,1.25115917
1,1.133439692,1.056056809,1.8096722
0,1.171673177,0.223238914,0.669310518
0,-0.683877391,-0.054894001,-1.138904957
0,-0.643928344,0.285554075,0.389281816
0,-0.743542656,0.521122428,0.758782963
0,1.98951937,0.645215586,1.462756831
0,0.284331693,0.555604466,1.85834292
0,1.918272039,0.089580681,-0.970303851
1,1.863224147,-0.19733842,-0.909526721
0,-1.404392147,-0.151273284,-1.333214501
